"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2017,"January 2017","Imports","China",302,18804,169549,"Other countries"
2017,"September 2017","Imports","China",302,10240,83628,"Other countries"
2017,"October 2017","Imports","China",302,21696,195627,"Other countries"
2017,"January 2017","Imports","Estonia",302,360,841,"Other countries"
2017,"July 2017","Imports","Estonia",302,500,575,"Other countries"
2017,"August 2017","Imports","Estonia",302,480,3829,"Other countries"
2017,"September 2017","Imports","Estonia",302,2000,15179,"Other countries"
2017,"October 2017","Imports","Estonia",302,890,6597,"Other countries"
2017,"November 2017","Imports","Estonia",302,650,4672,"Other countries"
2017,"December 2017","Imports","Estonia",302,850,6548,"Other countries"
2017,"January 2017","Imports","France",302,743,9651,"Other countries"
2017,"August 2017","Imports","Kyrgyzstan",302,300,1225,"Other countries"
2017,"August 2017","Imports","Kazakhstan",302,26907,19008,"Other countries"
2017,"September 2017","Exports","Kazakhstan",302,52000,16513,"Other countries"
2017,"November 2017","Imports","Slovakia",302,1026,9109,"Other countries"
2017,"July 2017","Imports","Singapore",302,8,37,"Other countries"
2017,"August 2017","Exports","Turkey",302,789193,3881825,"Other countries"
2017,"February 2017","Imports","Kazakhstan",302,27117,46986,"Other countries"
2017,"February 2017","Exports","Kazakhstan",302,59000,19293,"Other countries"
2017,"July 2017","Imports","France",302,12,166,"Other countries"
2017,"July 2017","Imports","Kazakhstan",302,18931,22896,"Other countries"
2017,"March 2017","Exports","Kazakhstan",302,108306,36896,"Other countries"
2017,"January 2017","Exports","Japan",302,175,4811,"Other countries"
2017,"February 2017","Exports","Japan",302,255,6085,"Other countries"
2017,"March 2017","Exports","Japan",302,248,8512,"Other countries"
2017,"January 2017","Imports","Netherlands",302,2080,11232,"Other countries"
2017,"April 2017","Exports","Turkey",302,677027,2798221,"Other countries"
2017,"February 2017","Imports","Netherlands",302,2550,13944,"Other countries"
2017,"April 2017","Exports","Japan",302,158,6996,"Other countries"
2017,"May 2017","Exports","Japan",302,246,8062,"Other countries"
2017,"May 2017","Imports","Netherlands",302,1350,9517,"Other countries"
2017,"March 2017","Imports","Netherlands",302,1780,11653,"Other countries"
2017,"June 2017","Imports","Slovakia",302,447,4204,"Other countries"
2017,"June 2017","Imports","Japan",302,4988,99048,"Other countries"
2017,"June 2017","Exports","Japan",302,3786618,2260538,"Other countries"
2017,"May 2017","Exports","Ukraine",302,6,72,"Other countries"
2017,"February 2017","Imports","France",302,291,2504,"Other countries"
2017,"April 2017","Exports","Egypt",302,1020,1026,"Other countries"
2017,"July 2017","Imports","Japan",302,12653,265824,"Other countries"
2017,"July 2017","Exports","Japan",302,2713130,1916806,"Other countries"
2017,"March 2017","Exports","Turkey",302,785334,3287835,"Other countries"
2017,"July 2017","Exports","New Zealand",302,1862,3314,"Other countries"
2017,"December 2017","Imports","France",302,487,4856,"Other countries"
2017,"April 2017","Imports","Netherlands",302,300,1841,"Other countries"
2017,"June 2017","Imports","Netherlands",302,1650,11638,"Other countries"
2017,"July 2017","Imports","Netherlands",302,2810,22385,"Other countries"
2017,"August 2017","Imports","Japan",302,7781,167373,"Other countries"
2017,"September 2017","Imports","Japan",302,6091,128065,"Other countries"
2017,"September 2017","Exports","Japan",302,215,8481,"Other countries"
2017,"May 2017","Imports","United Arab Emirates",302,267,740,"Other countries"
2017,"August 2017","Imports","Mauritius",302,243,2094,"Other countries"
2017,"August 2017","Imports","Indonesia",302,1089,3138,"Other countries"
2017,"December 2017","Exports","Japan",302,402,13068,"Other countries"
2017,"December 2017","Imports","Japan",302,620,12439,"Other countries"
2017,"November 2017","Exports","Japan",302,725,21895,"Other countries"
2017,"November 2017","Imports","Japan",302,2773,57711,"Other countries"
2017,"March 2017","Imports","Kazakhstan",302,11991,18001,"Other countries"
2017,"May 2017","Imports","Kazakhstan",302,3913,10597,"Other countries"
2017,"May 2017","Exports","Kazakhstan",302,40600,10892,"Other countries"
2017,"November 2017","Exports","Kazakhstan",302,95827,25197,"Other countries"
2017,"June 2017","Imports","Mauritius",302,462,4228,"Other countries"
2017,"June 2017","Imports","Kazakhstan",302,26186,37225,"Other countries"
2017,"June 2017","Exports","Kazakhstan",302,39420,26128,"Other countries"
2017,"September 2017","Imports","Netherlands",302,470,3332,"Other countries"
2017,"August 2017","Imports","Singapore",302,37,387,"Other countries"
2017,"December 2017","Imports","Singapore",302,10,441,"Other countries"
2017,"September 2017","Exports","Ukraine",302,6,69,"Other countries"
2017,"October 2017","Imports","Mauritius",302,137,2121,"Other countries"
2017,"June 2017","Exports","Turkey",302,728341,3264086,"Other countries"
2017,"October 2017","Imports","Slovakia",302,924,9259,"Other countries"
2017,"March 2017","Imports","Thailand",302,1,56,"Other countries"
2017,"June 2017","Imports","France",302,178,1805,"Other countries"
2017,"November 2017","Exports","Turkey",302,796014,3482854,"Other countries"
2017,"January 2017","Imports","Iceland",302,2599,5879,"Other countries"
2017,"June 2017","Imports","United Arab Emirates",302,16,70,"Other countries"
2017,"October 2017","Exports","Turkey",302,793650,3669358,"Other countries"
2017,"June 2017","Imports","Singapore",302,11,89,"Other countries"
2017,"September 2017","Imports","Kyrgyzstan",302,13298,12848,"Other countries"
2017,"July 2017","Exports","Turkey",302,696891,3239525,"Other countries"
2017,"April 2017","Imports","Rep. of Korea",302,230,1012,"Other countries"
2017,"May 2017","Imports","Rep. of Korea",302,10000,17779,"Other countries"
2017,"March 2017","Imports","France",302,457,4022,"Other countries"
2017,"April 2017","Imports","France",302,267,2534,"Other countries"
2017,"September 2017","Exports","Turkey",302,694664,3393125,"Other countries"
2017,"June 2017","Imports","Georgia",302,15100,8987,"Other countries"
2017,"September 2017","Imports","Singapore",302,2,22,"Other countries"
2017,"May 2017","Imports","France",302,2171,15074,"Other countries"
2017,"September 2017","Imports","France",302,202,2056,"Other countries"
2017,"November 2017","Imports","France",302,386,3744,"Other countries"
2017,"October 2017","Imports","France",302,719,6950,"Other countries"
2017,"February 2017","Exports","Turkey",302,576313,2362068,"Other countries"
2017,"April 2017","Imports","Kazakhstan",302,17237,28254,"Other countries"
2017,"April 2017","Exports","Kazakhstan",302,126700,47923,"Other countries"
2017,"September 2017","Imports","Slovakia",302,797,8020,"Other countries"
2017,"April 2017","Exports","Finland",302,35,12868,"Other countries"
2017,"January 2017","Exports","Turkey",302,491070,1989307,"Other countries"
2017,"April 2017","Imports","United Arab Emirates",302,3,25,"Other countries"
2017,"December 2017","Exports","Turkey",302,679449,3074191,"Other countries"
2017,"May 2017","Exports","Turkey",302,674133,2916486,"Other countries"
2017,"May 2017","Imports","Turkey",302,14034,65474,"Other countries"
2017,"March 2017","Exports","Finland",302,74,26713,"Other countries"
2017,"January 2017","Imports","Kazakhstan",302,27918,44454,"Other countries"
2017,"August 2017","Exports","Greenland",302,7906180,2509916,"Other countries"
2017,"July 2017","Exports","Greenland",302,3419580,1058487,"Other countries"
2017,"January 2017","Exports","Kazakhstan",302,60000,24801,"Other countries"
2017,"April 2017","Imports","Slovakia",302,481,4238,"Other countries"
2017,"December 2017","Exports","Kazakhstan",302,34790,23440,"Other countries"
2017,"December 2017","Imports","Kazakhstan",302,1058,19896,"Other countries"
2017,"October 2017","Imports","Japan",302,6983,147552,"Other countries"
2017,"October 2017","Exports","Japan",302,210,8339,"Other countries"
2017,"October 2017","Imports","Kazakhstan",302,60419,93360,"Other countries"
2017,"October 2017","Exports","Kazakhstan",302,140380,63198,"Other countries"
2017,"November 2017","Imports","Kazakhstan",302,44157,65017,"Other countries"
2017,"August 2017","Exports","Kazakhstan",302,17420,4688,"Other countries"
2017,"February 2017","Imports","Slovakia",302,478,4103,"Other countries"
2017,"September 2017","Imports","Kazakhstan",302,54603,70373,"Other countries"
2017,"July 2017","Exports","Kazakhstan",302,76440,20058,"Other countries"
2017,"July 2017","Imports","Slovakia",302,563,5474,"Other countries"
2017,"December 2017","Imports","Slovakia",302,600,6040,"Other countries"
2017,"January 2017","Imports","Thailand",302,11,275,"Other countries"
2017,"May 2017","Imports","Slovakia",302,610,5594,"Other countries"
2017,"January 2017","Imports","Slovakia",302,392,3326,"Other countries"
2017,"August 2017","Imports","Slovakia",302,694,6850,"Other countries"
2017,"March 2017","Imports","Slovakia",302,592,5149,"Other countries"
2017,"July 2017","Exports","South Africa",302,179,14755,"Other countries"
2017,"August 2017","Exports","South Africa",302,24,4801,"Other countries"
2017,"December 2017","Imports","",302,372,4041,"Other countries"
2017,"July 2017","Imports","",302,2714,23539,"Other countries"
2017,"August 2017","Imports","",302,359,3525,"Other countries"
2017,"March 2017","Imports","",302,8,56,"Other countries"
2017,"January 2017","Imports","",302,26,275,"Other countries"
2017,"June 2017","Imports","",302,24,178,"Other countries"
2017,"December 2017","Imports","Netherlands",302,1650,13688,"Other countries"
2017,"January 2017","Imports","Togo",302,11920,5786,"Other countries"
2017,"November 2017","Imports","Netherlands",302,500,4369,"Other countries"
2017,"October 2017","Imports","Netherlands",302,150,1111,"Other countries"
2018,"January 2018","Imports","Azerbaijan",302,5400,6276,"Other countries"
2018,"February 2018","Imports","Azerbaijan",302,5200,30382,"Other countries"
2018,"March 2018","Imports","Azerbaijan",302,13300,239610,"Other countries"
2018,"April 2018","Imports","Azerbaijan",302,9020,160027,"Other countries"
2018,"May 2018","Imports","Azerbaijan",302,16790,20148,"Other countries"
2018,"June 2018","Imports","Azerbaijan",302,9980,11976,"Other countries"
2018,"September 2018","Imports","Azerbaijan",302,3500,31634,"Other countries"
2018,"October 2018","Imports","Azerbaijan",302,9500,219437,"Other countries"
2018,"November 2018","Imports","Azerbaijan",302,17920,612678,"Other countries"
2018,"December 2018","Imports","Azerbaijan",302,16000,908850,"Other countries"
2018,"January 2018","Imports","Armenia",302,39,256,"Other countries"
2018,"January 2018","Exports","Armenia",302,89143,585943,"Other countries"
2018,"February 2018","Imports","Armenia",302,38,1521,"Other countries"
2018,"February 2018","Exports","Armenia",302,217645,1325318,"Other countries"
2018,"March 2018","Exports","Armenia",302,418928,2592144,"Other countries"
2018,"April 2018","Exports","Armenia",302,385645,2342940,"Other countries"
2018,"May 2018","Imports","Armenia",302,60,389,"Other countries"
2018,"May 2018","Exports","Armenia",302,309777,1912418,"Other countries"
2018,"June 2018","Imports","Armenia",302,26,248,"Other countries"
2018,"June 2018","Exports","Armenia",302,361130,2213607,"Other countries"
2018,"July 2018","Imports","Armenia",302,1,10,"Other countries"
2018,"July 2018","Exports","Armenia",302,316902,1953419,"Other countries"
2018,"August 2018","Imports","Armenia",302,50,436,"Other countries"
2018,"August 2018","Exports","Armenia",302,326021,1957054,"Other countries"
2018,"September 2018","Imports","Armenia",302,50,1241,"Other countries"
2018,"September 2018","Exports","Armenia",302,290883,1667696,"Other countries"
2018,"October 2018","Imports","Armenia",302,242,4709,"Other countries"
2018,"October 2018","Exports","Armenia",302,373292,2134384,"Other countries"
2018,"November 2018","Exports","Armenia",302,258554,1503485,"Other countries"
2018,"December 2018","Exports","Armenia",302,348811,1956762,"Other countries"
2018,"January 2018","Imports","Belarus",302,4135,23600,"Other countries"
2018,"January 2018","Exports","Belarus",302,24500,123300,"Other countries"
2018,"February 2018","Imports","Belarus",302,5946,32300,"Other countries"
2018,"February 2018","Exports","Belarus",302,6518,32700,"Other countries"
2018,"March 2018","Imports","Belarus",302,8308,46300,"Other countries"
2018,"March 2018","Exports","Belarus",302,27000,134100,"Other countries"
2018,"April 2018","Imports","Belarus",302,12805,44000,"Other countries"
2018,"April 2018","Exports","Belarus",302,20000,92700,"Other countries"
2018,"May 2018","Imports","Belarus",302,2624,18900,"Other countries"
2018,"May 2018","Exports","Belarus",302,23000,105700,"Other countries"
2018,"June 2018","Imports","Belarus",302,2452,14400,"Other countries"
2018,"June 2018","Exports","Belarus",302,43800,199700,"Other countries"
2018,"July 2018","Imports","Belarus",302,2440,12700,"Other countries"
2018,"August 2018","Imports","Belarus",302,2945,17500,"Other countries"
2018,"September 2018","Imports","Belarus",302,18718,118100,"Other countries"
2018,"October 2018","Imports","Belarus",302,22649,44500,"Other countries"
2018,"October 2018","Exports","Belarus",302,14000,65300,"Other countries"
2018,"November 2018","Imports","Belarus",302,4783,28900,"Other countries"
2018,"November 2018","Exports","Belarus",302,46000,219000,"Other countries"
2018,"December 2018","Imports","Belarus",302,5501,33000,"Other countries"
2018,"December 2018","Exports","Belarus",302,5000,23500,"Other countries"
2018,"April 2018","Imports","Canada",302,11662,110846,"Other countries"
2018,"May 2018","Imports","Canada",302,26,465,"Other countries"
2018,"July 2018","Imports","Canada",302,352,3523,"Other countries"
2018,"January 2018","Imports","Estonia",302,2960,22771,"Other countries"
2018,"February 2018","Imports","Estonia",302,3614,15625,"Other countries"
2018,"March 2018","Imports","Estonia",302,2324,8907,"Other countries"
2018,"April 2018","Imports","Estonia",302,3588,13692,"Other countries"
2018,"May 2018","Imports","Estonia",302,4058,21941,"Other countries"
2018,"June 2018","Imports","Estonia",302,7892,58719,"Other countries"
2018,"July 2018","Imports","Estonia",302,5592,17299,"Other countries"
2018,"August 2018","Imports","Estonia",302,14180,18208,"Other countries"
2018,"October 2018","Imports","Estonia",302,2170,9968,"Other countries"
2018,"November 2018","Imports","Estonia",302,1600,9769,"Other countries"
2018,"December 2018","Imports","Estonia",302,2580,16459,"Other countries"
2018,"July 2018","Exports","Japan",302,4169930,3153327,"Other countries"
2018,"January 2018","Imports","Kazakhstan",302,1096,5881,"Other countries"
2018,"January 2018","Exports","Kazakhstan",302,76667,30204,"Other countries"
2018,"January 2018","Imports","Iceland",302,340,383,"Other countries"
2018,"February 2018","Exports","Ukraine",302,5,67,"Other countries"
2018,"March 2018","Imports","Nigeria",302,498446,456947,"Other countries"
2018,"June 2018","Imports","Slovakia",302,741,7409,"Other countries"
2018,"April 2018","Exports","Morocco",302,6903,136313,"Other countries"
2018,"August 2018","Exports","Ukraine",302,6,24,"Other countries"
2018,"August 2018","Exports","Japan",302,80,3197,"Other countries"
2018,"March 2018","Exports","Turkey",302,704593,3375630,"Other countries"
2018,"October 2018","Exports","Morocco",302,3662,69976,"Other countries"
2018,"December 2018","Exports","Turkey",302,761610,3064726,"Other countries"
2018,"February 2018","Exports","Turkey",302,636193,3081056,"Other countries"
2018,"March 2018","Imports","Slovakia",302,935,9985,"Other countries"
2018,"December 2018","Imports","Singapore",302,20,691,"Other countries"
2018,"May 2018","Exports","Ukraine",302,4,47,"Other countries"
2018,"October 2018","Imports","Kazakhstan",302,221,3247,"Other countries"
2018,"October 2018","Exports","Kazakhstan",302,154,45750,"Other countries"
2018,"January 2018","Exports","Turkey",302,491187,2387616,"Other countries"
2018,"May 2018","Imports","Singapore",302,45,110,"Other countries"
2018,"February 2018","Exports","Japan",302,246,9713,"Other countries"
2018,"February 2018","Imports","Turkey",302,5176,6314,"Other countries"
2018,"March 2018","Exports","Japan",302,185,7406,"Other countries"
2018,"December 2018","Imports","Thailand",302,1,74,"Other countries"
2018,"March 2018","Imports","Kazakhstan",302,26902,17846,"Other countries"
2018,"March 2018","Exports","Kazakhstan",302,128113,57789,"Other countries"
2018,"July 2018","Imports","Japan",302,9734,207901,"Other countries"
2018,"December 2018","Imports","Japan",302,1722,38277,"Other countries"
2018,"August 2018","Imports","Japan",302,9356,202983,"Other countries"
2018,"October 2018","Imports","Japan",302,5282,111895,"Other countries"
2018,"October 2018","Exports","Japan",302,745,27160,"Other countries"
2018,"September 2018","Imports","Japan",302,4862,105220,"Other countries"
2018,"November 2018","Exports","Japan",302,312,14870,"Other countries"
2018,"November 2018","Imports","Japan",302,5812,126808,"Other countries"
2018,"January 2018","Imports","Slovakia",302,678,7098,"Other countries"
2018,"April 2018","Imports","Turkey",302,9657,33231,"Other countries"
2018,"April 2018","Exports","Turkey",302,831118,4236218,"Other countries"
2018,"July 2018","Exports","Turkey",302,862399,3934656,"Other countries"
2018,"May 2018","Exports","Turkey",302,1006009,5135118,"Other countries"
2018,"June 2018","Exports","Turkey",302,836318,3855448,"Other countries"
2018,"January 2018","Exports","Ukraine",302,6,14,"Other countries"
2018,"April 2018","Imports","Singapore",302,17,63,"Other countries"
2018,"March 2018","Imports","Singapore",302,5,9,"Other countries"
2018,"July 2018","Exports","South Africa",302,5,1187,"Other countries"
2018,"April 2018","Imports","Slovakia",302,1053,11306,"Other countries"
2018,"May 2018","Imports","Turkey",302,3400,13447,"Other countries"
2018,"April 2018","Imports","Kazakhstan",302,14783,21188,"Other countries"
2018,"April 2018","Exports","Kazakhstan",302,319053,174071,"Other countries"
2018,"June 2018","Imports","Singapore",302,20,270,"Other countries"
2018,"September 2018","Exports","Turkey",302,975528,4426309,"Other countries"
2018,"October 2018","Exports","Turkey",302,900754,4010060,"Other countries"
2018,"November 2018","Exports","Turkey",302,957573,4042079,"Other countries"
2018,"August 2018","Exports","Turkey",302,1014866,4610707,"Other countries"
2018,"January 2018","Exports","Japan",302,183,7041,"Other countries"
2018,"June 2018","Imports","Japan",302,2267,47335,"Other countries"
2018,"November 2018","Exports","Egypt",302,1800,9057,"Other countries"
2018,"October 2018","Imports","Singapore",302,8,14,"Other countries"
2018,"February 2018","Imports","Slovakia",302,858,8881,"Other countries"
2018,"July 2018","Imports","France",302,198,1751,"Other countries"
2018,"June 2018","Imports","France",302,470,4155,"Other countries"
2018,"April 2018","Imports","France",302,604,5331,"Other countries"
2018,"March 2018","Imports","France",302,352,3106,"Other countries"
2018,"March 2018","Exports","France",302,311,2558,"Other countries"
2018,"February 2018","Imports","France",302,884,7811,"Other countries"
2018,"January 2018","Imports","France",302,2243,19816,"Other countries"
2018,"December 2018","Exports","Ukraine",302,10,58,"Other countries"
2018,"November 2018","Imports","France",302,683,6035,"Other countries"
2018,"May 2018","Imports","Slovakia",302,834,8690,"Other countries"
2018,"May 2018","Imports","France",302,372,3286,"Other countries"
2018,"August 2018","Imports","Kazakhstan",302,590,1697,"Other countries"
2018,"August 2018","Exports","Kazakhstan",302,172,63163,"Other countries"
2018,"September 2018","Exports","Kazakhstan",302,148,46290,"Other countries"
2018,"September 2018","Imports","Kazakhstan",302,490,8707,"Other countries"
2018,"April 2018","Exports","Japan",302,340,13253,"Other countries"
2018,"May 2018","Exports","Japan",302,17426,15615,"Other countries"
2018,"March 2018","Imports","Rep. of Korea",302,10000,13008,"Other countries"
2018,"June 2018","Exports","South Africa",302,25,5784,"Other countries"
2018,"August 2018","Exports","South Africa",302,11,2381,"Other countries"
2018,"December 2018","Exports","Japan",302,393,18903,"Other countries"
2018,"June 2018","Exports","Japan",302,3935288,2536308,"Other countries"
2018,"September 2018","Exports","Japan",302,266,10210,"Other countries"
2018,"August 2018","Exports","Maldives",302,129,1487,"Other countries"
2018,"October 2018","Exports","Maldives",302,176,1502,"Other countries"
2018,"November 2018","Exports","Maldives",302,45,521,"Other countries"
2018,"September 2018","Exports","Maldives",302,154,1390,"Other countries"
2018,"May 2018","Imports","Rep. of Korea",302,4668,11605,"Other countries"
2018,"April 2018","Imports","Rep. of Korea",302,30354,43860,"Other countries"
2018,"March 2018","Imports","Thailand",302,60,1515,"Other countries"
2018,"December 2018","Imports","Rep. of Korea",302,9680,18282,"Other countries"
2018,"November 2018","Imports","Singapore",302,10,156,"Other countries"
2018,"November 2018","Exports","Ukraine",302,4,74,"Other countries"
2018,"October 2018","Exports","Ukraine",302,4,21,"Other countries"
2018,"August 2018","Exports","Greenland",302,14219700,3303600,"Other countries"
2018,"July 2018","Exports","Greenland",302,3948400,928698,"Other countries"
2018,"May 2018","Imports","Kazakhstan",302,730,18532,"Other countries"
2018,"May 2018","Exports","Kazakhstan",302,10601,147674,"Other countries"
2018,"February 2018","Imports","Kazakhstan",302,6225,9580,"Other countries"
2018,"February 2018","Exports","Kazakhstan",302,199105,62699,"Other countries"
2018,"December 2018","Exports","United Kingdom",302,114,4851,"Other countries"
2018,"June 2018","Imports","Kazakhstan",302,50,1376,"Other countries"
2018,"June 2018","Exports","Kazakhstan",302,84,38327,"Other countries"
2018,"July 2018","Imports","Slovakia",302,517,5433,"Other countries"
2018,"September 2018","Imports","Slovakia",302,340,3557,"Other countries"
2018,"October 2018","Imports","United Arab Emirates",302,2152,15225,"Other countries"
2018,"July 2018","Exports","Ireland",302,1,1,"Other countries"
2018,"July 2018","Imports","Kazakhstan",302,289,2842,"Other countries"
2018,"July 2018","Exports","Kazakhstan",302,88,23799,"Other countries"
2018,"November 2018","Imports","Kazakhstan",302,462,7287,"Other countries"
2018,"November 2018","Exports","Kazakhstan",302,101,35327,"Other countries"
2018,"November 2018","Imports","Slovakia",302,557,5448,"Other countries"
2018,"December 2018","Imports","Kazakhstan",302,8861,79808,"Other countries"
2018,"December 2018","Exports","Kazakhstan",302,144,64481,"Other countries"
2018,"March 2018","Exports","Morocco",302,6559,141376,"Other countries"
2018,"August 2018","Imports","Slovakia",302,487,4758,"Other countries"
2018,"November 2018","Imports","Spain",302,2288,8180,"Other countries"
2018,"October 2018","Imports","Slovakia",302,418,4345,"Other countries"
2018,"January 2018","Exports","Morocco",302,8041,161602,"Other countries"
2018,"November 2018","Exports","Morocco",302,6776,137628,"Other countries"
2018,"February 2018","Exports","Morocco",302,4193,80737,"Other countries"
2018,"June 2018","Exports","Morocco",302,4948,106694,"Other countries"
2018,"July 2018","Exports","Morocco",302,4288,90783,"Other countries"
2018,"May 2018","Exports","Morocco",302,5684,114256,"Other countries"
2018,"August 2018","Exports","Morocco",302,3395,64576,"Other countries"
2018,"September 2018","Exports","Morocco",302,5298,106803,"Other countries"
2018,"December 2018","Exports","Morocco",302,4245,87749,"Other countries"
2018,"October 2018","Imports","",302,4,14,"Other countries"
2018,"December 2018","Imports","Slovakia",302,596,6478,"Other countries"
2018,"June 2018","Imports","",302,203,2221,"Other countries"
2018,"March 2018","Imports","",302,161,1524,"Other countries"
2018,"May 2018","Imports","",302,8194,66110,"Other countries"
2018,"December 2018","Imports","",302,62,694,"Other countries"
2018,"November 2018","Imports","",302,25505,237075,"Other countries"
2018,"April 2018","Imports","",302,3356,27079,"Other countries"
2018,"December 2018","Imports","Netherlands",302,1880,16251,"Other countries"
2019,"January 2019","Imports","Azerbaijan",302,34595,41514,"Other countries"
2019,"February 2019","Imports","Azerbaijan",302,201790,242148,"Other countries"
2019,"March 2019","Imports","Azerbaijan",302,346307,417168,"Other countries"
2019,"April 2019","Imports","Azerbaijan",302,155500,186600,"Other countries"
2019,"July 2019","Exports","Azerbaijan",302,540,3780,"Other countries"
2019,"September 2019","Imports","Azerbaijan",302,56494,63793,"Other countries"
2019,"October 2019","Imports","Azerbaijan",302,357626,431938,"Other countries"
2019,"November 2019","Imports","Azerbaijan",302,344500,413400,"Other countries"
2019,"December 2019","Imports","Azerbaijan",302,364550,437460,"Other countries"
2019,"December 2019","Exports","Azerbaijan",302,500,3500,"Other countries"
2019,"January 2019","Imports","Armenia",302,28,961,"Other countries"
2019,"January 2019","Exports","Armenia",302,101942,614317,"Other countries"
2019,"February 2019","Imports","Armenia",302,30,714,"Other countries"
2019,"February 2019","Exports","Armenia",302,216868,1229410,"Other countries"
2019,"March 2019","Imports","Armenia",302,28,399,"Other countries"
2019,"March 2019","Exports","Armenia",302,510262,2988311,"Other countries"
2019,"April 2019","Imports","Armenia",302,34,538,"Other countries"
2019,"April 2019","Exports","Armenia",302,742274,3698854,"Other countries"
2019,"May 2019","Imports","Armenia",302,47,592,"Other countries"
2019,"May 2019","Exports","Armenia",302,698764,3266822,"Other countries"
2019,"June 2019","Exports","Armenia",302,436749,1891655,"Other countries"
2019,"July 2019","Imports","Armenia",302,99,2113,"Other countries"
2019,"July 2019","Exports","Armenia",302,384162,2244893,"Other countries"
2019,"August 2019","Imports","Armenia",302,69,936,"Other countries"
2019,"August 2019","Exports","Armenia",302,326223,1850177,"Other countries"
2019,"September 2019","Imports","Armenia",302,269,4730,"Other countries"
2019,"September 2019","Exports","Armenia",302,322582,1769601,"Other countries"
2019,"October 2019","Imports","Armenia",302,21,221,"Other countries"
2019,"October 2019","Exports","Armenia",302,308468,1494056,"Other countries"
2019,"November 2019","Imports","Armenia",302,146,1430,"Other countries"
2019,"November 2019","Exports","Armenia",302,442835,2182733,"Other countries"
2019,"December 2019","Imports","Armenia",302,108,548,"Other countries"
2019,"December 2019","Exports","Armenia",302,380639,1908788,"Other countries"
2019,"May 2019","Imports","Belgium",302,22,22,"Other countries"
2019,"September 2019","Exports","Myanmar",302,250,150,"Other countries"
2019,"January 2019","Imports","Belarus",302,4609,27900,"Other countries"
2019,"January 2019","Exports","Belarus",302,5000,23000,"Other countries"
2019,"February 2019","Imports","Belarus",302,4283,23200,"Other countries"
2019,"March 2019","Imports","Belarus",302,4350,25300,"Other countries"
2019,"March 2019","Exports","Belarus",302,13000,57100,"Other countries"
2019,"April 2019","Imports","Belarus",302,4677,30000,"Other countries"
2019,"April 2019","Exports","Belarus",302,7450,33400,"Other countries"
2019,"May 2019","Imports","Belarus",302,6005,36400,"Other countries"
2019,"May 2019","Exports","Belarus",302,32470,145500,"Other countries"
2019,"June 2019","Imports","Belarus",302,4131,25700,"Other countries"
2019,"June 2019","Exports","Belarus",302,24510,115600,"Other countries"
2019,"July 2019","Imports","Belarus",302,5896,34300,"Other countries"
2019,"July 2019","Exports","Belarus",302,31180,150700,"Other countries"
2019,"August 2019","Imports","Belarus",302,6172,36300,"Other countries"
2019,"August 2019","Exports","Belarus",302,6300,30000,"Other countries"
2019,"September 2019","Imports","Belarus",302,5896,34500,"Other countries"
2019,"October 2019","Imports","Belarus",302,23595,85700,"Other countries"
2019,"October 2019","Exports","Belarus",302,21528,148800,"Other countries"
2019,"November 2019","Imports","Belarus",302,8170,49900,"Other countries"
2019,"November 2019","Exports","Belarus",302,22551,165400,"Other countries"
2019,"December 2019","Imports","Belarus",302,34948,204300,"Other countries"
2019,"January 2019","Imports","Estonia",302,1890,10674,"Other countries"
2019,"February 2019","Imports","Estonia",302,2876,9524,"Other countries"
2019,"March 2019","Imports","Estonia",302,300,2119,"Other countries"
2019,"May 2019","Imports","Estonia",302,8120,44951,"Other countries"
2019,"June 2019","Imports","Estonia",302,3010,23287,"Other countries"
2019,"July 2019","Imports","Estonia",302,6500,8750,"Other countries"
2019,"August 2019","Imports","Estonia",302,16054,19627,"Other countries"
2019,"September 2019","Imports","Estonia",302,3440,16928,"Other countries"
2019,"October 2019","Imports","Estonia",302,500,750,"Other countries"
2019,"November 2019","Imports","Estonia",302,6016,11197,"Other countries"
2019,"March 2019","Exports","Ukraine",302,3,13,"Other countries"
2019,"November 2019","Exports","Kazakhstan",302,40000,8125,"Other countries"
2019,"July 2019","Imports","",302,50,25,"Other countries"
2019,"July 2019","Exports","Ukraine",302,16,73,"Other countries"
2019,"November 2019","Imports","Finland",302,2400,18068,"Other countries"
2019,"January 2019","Imports","Singapore",302,20,738,"Other countries"
2019,"June 2019","Imports","Slovakia",302,1204,8750,"Other countries"
2019,"July 2019","Imports","Kyrgyzstan",302,20940,13563,"Other countries"
2019,"February 2019","Imports","France",302,327,3716,"Other countries"
2019,"April 2019","Imports","",302,66944,547561,"Other countries"
2019,"February 2019","Imports","Kazakhstan",302,58453,33988,"Other countries"
2019,"February 2019","Exports","Kazakhstan",302,43870,47698,"Other countries"
2019,"August 2019","Imports","Japan",302,3255,74807,"Other countries"
2019,"January 2019","Imports","Thailand",302,1,72,"Other countries"
2019,"November 2019","Exports","Mauritius",302,216,1000,"Other countries"
2019,"October 2019","Imports","Turkey",302,1260,3389,"Other countries"
2019,"April 2019","Imports","Singapore",302,10,139,"Other countries"
2019,"June 2019","Exports","Georgia",302,11000,63250,"Other countries"
2019,"July 2019","Imports","Slovakia",302,461,4744,"Other countries"
2019,"October 2019","Exports","Mauritius",302,102,591,"Other countries"
2019,"August 2019","Exports","Japan",302,75,3039,"Other countries"
