"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2016,"May 2016","Imports","EU-28",302,1700,12386,"EU"
2016,"June 2016","Imports","EU-28",302,2600,17197,"EU"
2016,"July 2016","Imports","EU-28",302,9340,34480,"EU"
2016,"August 2016","Imports","EU-28",302,23746,80901,"EU"
2016,"September 2016","Imports","EU-28",302,9622,24126,"EU"
2016,"October 2016","Imports","EU-28",302,120,662,"EU"
2016,"November 2016","Imports","EU-28",302,1460,4700,"EU"
2016,"December 2016","Imports","EU-28",302,2760,15313,"EU"
2016,"December 2016","Exports","EU-28",302,493,7480,"EU"
2017,"January 2017","Imports","EU-28",302,2440,12072,"EU"
2017,"February 2017","Imports","EU-28",302,2550,13944,"EU"
2017,"March 2017","Imports","EU-28",302,1780,11653,"EU"
2017,"March 2017","Exports","EU-28",302,74,26713,"EU"
2017,"April 2017","Imports","EU-28",302,300,1841,"EU"
2017,"April 2017","Exports","EU-28",302,35,12868,"EU"
2017,"May 2017","Imports","EU-28",302,1350,9517,"EU"
2017,"June 2017","Imports","EU-28",302,1650,11638,"EU"
2017,"July 2017","Imports","EU-28",302,3310,22960,"EU"
2017,"August 2017","Imports","EU-28",302,480,3843,"EU"
2017,"September 2017","Imports","EU-28",302,2470,18512,"EU"
2017,"October 2017","Imports","EU-28",302,1040,7708,"EU"
2017,"November 2017","Imports","EU-28",302,1150,9046,"EU"
2017,"December 2017","Imports","EU-28",302,2500,20237,"EU"
2018,"January 2018","Imports","EU-28",302,2960,22783,"EU"
2018,"February 2018","Imports","EU-28",302,3614,15630,"EU"
2018,"March 2018","Imports","EU-28",302,2324,8907,"EU"
2018,"March 2018","Exports","EU-28",302,147,2559,"EU"
2018,"April 2018","Imports","EU-28",302,3588,13693,"EU"
2018,"May 2018","Imports","EU-28",302,4058,21928,"EU"
2018,"June 2018","Imports","EU-28",302,7892,58722,"EU"
2018,"July 2018","Imports","EU-28",302,5592,17296,"EU"
2018,"July 2018","Exports","EU-28",302,1,1,"EU"
2018,"August 2018","Imports","EU-28",302,14180,18210,"EU"
2018,"October 2018","Imports","EU-28",302,2170,9968,"EU"
2018,"November 2018","Imports","EU-28",302,1600,9770,"EU"
2018,"December 2018","Imports","EU-28",302,4460,32713,"EU"
2018,"December 2018","Exports","EU-28",302,114,4853,"EU"
2019,"January 2019","Imports","EU-28",302,2040,11939,"EU"
2019,"February 2019","Imports","EU-28",302,3476,13540,"EU"
2019,"March 2019","Imports","EU-28",302,600,4272,"EU"
2019,"May 2019","Imports","EU-28",302,8142,44972,"EU"
2019,"May 2019","Exports","EU-28",302,4,839,"EU"
2019,"June 2019","Imports","EU-28",302,3010,23287,"EU"
2019,"July 2019","Imports","EU-28",302,6500,8750,"EU"
2019,"August 2019","Imports","EU-28",302,16054,19627,"EU"
2019,"September 2019","Imports","EU-28",302,3690,18216,"EU"
2019,"October 2019","Imports","EU-28",302,6650,15015,"EU"
2019,"November 2019","Imports","EU-28",302,36616,79012,"EU"
2019,"December 2019","Imports","EU-28",302,6815,15648,"EU"
2020,"January 2020","Imports","EU-28",302,560,4082,"EU"
2020,"February 2020","Imports","EU-28",302,320,1919,"EU"
2020,"March 2020","Imports","EU-28",302,610,3297,"EU"
2020,"April 2020","Exports","EU-28",302,47,609,"EU"
2020,"May 2020","Imports","EU-28",302,5631,11684,"EU"
2020,"June 2020","Imports","EU-28",302,3500,4502,"EU"
2020,"July 2020","Imports","EU-28",302,47290,56153,"EU"
2020,"July 2020","Exports","EU-28",302,5,103,"EU"
2020,"August 2020","Imports","EU-28",302,8207,11297,"EU"
2020,"August 2020","Exports","EU-28",302,32,558,"EU"
2020,"September 2020","Imports","EU-28",302,875,2724,"EU"
2020,"October 2020","Imports","EU-28",302,11766,22422,"EU"
2020,"November 2020","Imports","EU-28",302,19428,39582,"EU"
2020,"December 2020","Imports","EU-28",302,16470,33216,"EU"
2010,"January 2010","Exports","EU-28",303,10680794,12298206,"EU"
2010,"January 2010","Imports","EU-28",303,1018974,3090999,"EU"
2010,"February 2010","Imports","EU-28",303,1016894,2793410,"EU"
2010,"February 2010","Exports","EU-28",303,20480925,31192437,"EU"
2010,"March 2010","Imports","EU-28",303,902402,2599331,"EU"
2010,"March 2010","Exports","EU-28",303,24608235,26208124,"EU"
2010,"April 2010","Exports","EU-28",303,22186478,25541654,"EU"
2010,"April 2010","Imports","EU-28",303,3289839,9954076,"EU"
2010,"May 2010","Imports","EU-28",303,4831563,13611874,"EU"
2010,"May 2010","Exports","EU-28",303,8759146,11109042,"EU"
2010,"June 2010","Exports","EU-28",303,3884268,4275730,"EU"
2010,"June 2010","Imports","EU-28",303,3481022,9899653,"EU"
2010,"July 2010","Imports","EU-28",303,3894673,11795892,"EU"
2010,"July 2010","Exports","EU-28",303,3905587,3855496,"EU"
2010,"August 2010","Imports","EU-28",303,3907603,11529893,"EU"
2010,"August 2010","Exports","EU-28",303,5360538,4170698,"EU"
2010,"September 2010","Exports","EU-28",303,9696469,11287482,"EU"
2010,"September 2010","Imports","EU-28",303,2007770,5951712,"EU"
2010,"October 2010","Imports","EU-28",303,3316602,10846242,"EU"
2010,"October 2010","Exports","EU-28",303,16172968,25725013,"EU"
2010,"November 2010","Exports","EU-28",303,14527714,20834974,"EU"
2010,"November 2010","Imports","EU-28",303,3376758,11159714,"EU"
2010,"December 2010","Exports","EU-28",303,7835575,11195405,"EU"
2010,"December 2010","Imports","EU-28",303,1675052,5889955,"EU"
2011,"January 2011","Exports","EU-28",303,8641783,9690704,"EU"
2011,"January 2011","Imports","EU-28",303,1990529,7504483,"EU"
2011,"February 2011","Imports","EU-28",303,3478488,12290978,"EU"
2011,"February 2011","Exports","EU-28",303,17785563,29217120,"EU"
2011,"March 2011","Imports","EU-28",303,6967430,24535119,"EU"
2011,"March 2011","Exports","EU-28",303,15366255,25235638,"EU"
2011,"April 2011","Exports","EU-28",303,9532975,13027920,"EU"
2011,"April 2011","Imports","EU-28",303,3648764,12807431,"EU"
2011,"May 2011","Exports","EU-28",303,11115483,13715329,"EU"
2011,"May 2011","Imports","EU-28",303,4506106,15234451,"EU"
2011,"June 2011","Exports","EU-28",303,5703868,6458822,"EU"
2011,"June 2011","Imports","EU-28",303,3452127,12645956,"EU"
2011,"July 2011","Exports","EU-28",303,4031387,4136984,"EU"
2011,"July 2011","Imports","EU-28",303,2867914,10283010,"EU"
2011,"August 2011","Exports","EU-28",303,5251973,9168581,"EU"
2011,"August 2011","Imports","EU-28",303,1241825,4287920,"EU"
2011,"September 2011","Exports","EU-28",303,4521429,3597367,"EU"
2011,"September 2011","Imports","EU-28",303,1414341,5085124,"EU"
2011,"October 2011","Exports","EU-28",303,7699619,12779835,"EU"
2011,"October 2011","Imports","EU-28",303,1746491,6731880,"EU"
2011,"November 2011","Imports","EU-28",303,2845248,10219184,"EU"
2011,"November 2011","Exports","EU-28",303,11570699,14978152,"EU"
2011,"December 2011","Imports","EU-28",303,2123291,7502151,"EU"
2011,"December 2011","Exports","EU-28",303,12031780,12980784,"EU"
2012,"July 2012","Imports","EU-28",303,2350798,7080738,"EU"
2012,"November 2012","Imports","EU-28",303,2730530,8041542,"EU"
2012,"April 2012","Exports","EU-28",303,12141341,15725860,"EU"
2012,"September 2012","Imports","EU-28",303,3566160,10555495,"EU"
2012,"July 2012","Exports","EU-28",303,5875781,5052183,"EU"
2012,"November 2012","Exports","EU-28",303,9792358,10826634,"EU"
2012,"September 2012","Exports","EU-28",303,6186205,4889683,"EU"
2012,"February 2012","Imports","EU-28",303,3108605,10008046,"EU"
2012,"March 2012","Exports","EU-28",303,13633407,15788884,"EU"
2012,"August 2012","Exports","EU-28",303,5680840,5230411,"EU"
2012,"December 2012","Imports","EU-28",303,2497055,7230753,"EU"
2012,"October 2012","Exports","EU-28",303,8799106,8643411,"EU"
2012,"January 2012","Imports","EU-28",303,3031066,9805308,"EU"
2012,"May 2012","Exports","EU-28",303,9431728,12377673,"EU"
2012,"December 2012","Exports","EU-28",303,9281441,11877504,"EU"
2012,"August 2012","Imports","EU-28",303,2237848,6870289,"EU"
2012,"April 2012","Imports","EU-28",303,5282606,16880506,"EU"
2012,"May 2012","Imports","EU-28",303,3836103,12044827,"EU"
2012,"March 2012","Imports","EU-28",303,4155369,13332515,"EU"
2012,"June 2012","Exports","EU-28",303,5587893,6222927,"EU"
2012,"February 2012","Exports","EU-28",303,14998674,15697934,"EU"
2012,"January 2012","Exports","EU-28",303,9946691,7855374,"EU"
2012,"October 2012","Imports","EU-28",303,3430128,9894150,"EU"
2012,"June 2012","Imports","EU-28",303,2132842,6911911,"EU"
2013,"October 2013","Exports","EU-28",303,5370212,5827662,"EU"
2013,"December 2013","Imports","EU-28",303,3060187,11479429,"EU"
2013,"December 2013","Exports","EU-28",303,7633092,10072030,"EU"
2013,"September 2013","Imports","EU-28",303,3466922,11309905,"EU"
2013,"July 2013","Imports","EU-28",303,3169434,8473840,"EU"
2013,"January 2013","Imports","EU-28",303,1967349,5533633,"EU"
2013,"June 2013","Imports","EU-28",303,3930879,10346425,"EU"
2013,"November 2013","Exports","EU-28",303,8098557,11160728,"EU"
2013,"April 2013","Imports","EU-28",303,4537700,11667900,"EU"
2013,"April 2013","Exports","EU-28",303,14604721,20696727,"EU"
2013,"August 2013","Exports","EU-28",303,3530535,3190742,"EU"
2013,"February 2013","Exports","EU-28",303,14854555,23217142,"EU"
2013,"March 2013","Exports","EU-28",303,10003765,10513276,"EU"
2013,"November 2013","Imports","EU-28",303,3541327,11953371,"EU"
2013,"June 2013","Exports","EU-28",303,6616691,9389204,"EU"
2013,"August 2013","Imports","EU-28",303,3214703,8408735,"EU"
2013,"October 2013","Imports","EU-28",303,3893130,13098642,"EU"
2013,"February 2013","Imports","EU-28",303,3838595,11054375,"EU"
2013,"January 2013","Exports","EU-28",303,10678456,14048482,"EU"
2013,"May 2013","Imports","EU-28",303,3714578,9223763,"EU"
2013,"March 2013","Imports","EU-28",303,4953846,12111203,"EU"
2013,"September 2013","Exports","EU-28",303,3773800,2476505,"EU"
2013,"July 2013","Exports","EU-28",303,3943551,4511794,"EU"
2013,"May 2013","Exports","EU-28",303,6488786,5587514,"EU"
2014,"February 2014","Imports","EU-28",303,4690841,12634855,"EU"
2014,"January 2014","Exports","EU-28",303,9212946,8736905,"EU"
2014,"July 2014","Imports","EU-28",303,4186181,11547344,"EU"
2014,"November 2014","Exports","EU-28",303,223795,397190,"EU"
2014,"October 2014","Imports","EU-28",303,4870655,16102799,"EU"
2014,"September 2014","Exports","EU-28",303,22354,82613,"EU"
2014,"December 2014","Imports","EU-28",303,2541968,8919097,"EU"
2014,"January 2014","Imports","EU-28",303,3895853,12689914,"EU"
2014,"March 2014","Imports","EU-28",303,8766267,22538509,"EU"
2014,"April 2014","Imports","EU-28",303,5647084,15052323,"EU"
2014,"June 2014","Exports","EU-28",303,5110370,6428529,"EU"
2014,"July 2014","Exports","EU-28",303,5950031,6943847,"EU"
2014,"August 2014","Imports","EU-28",303,2617395,7289114,"EU"
2014,"November 2014","Imports","EU-28",303,3697677,12711346,"EU"
2014,"August 2014","Exports","EU-28",303,591809,419061,"EU"
2014,"March 2014","Exports","EU-28",303,8947197,12758858,"EU"
2014,"April 2014","Exports","EU-28",303,9036793,9782929,"EU"
2014,"December 2014","Exports","EU-28",303,851781,1079182,"EU"
2014,"September 2014","Imports","EU-28",303,5852788,17490286,"EU"
2014,"June 2014","Imports","EU-28",303,2988564,8557798,"EU"
2014,"October 2014","Exports","EU-28",303,96994,191519,"EU"
2014,"February 2014","Exports","EU-28",303,20671599,35094086,"EU"
2014,"May 2014","Imports","EU-28",303,3460451,9381315,"EU"
2014,"May 2014","Exports","EU-28",303,4839802,6136272,"EU"
2015,"July 2015","Exports","EU-28",303,13941,30283,"EU"
2015,"March 2015","Imports","EU-28",303,5895592,18103439,"EU"
2015,"November 2015","Exports","EU-28",303,1608570,1866462,"EU"
2015,"September 2015","Imports","EU-28",303,6230342,20228749,"EU"
2015,"December 2015","Exports","EU-28",303,157867,271177,"EU"
2015,"June 2015","Imports","EU-28",303,6234204,20199446,"EU"
2015,"May 2015","Exports","EU-28",303,22010,19316,"EU"
2015,"March 2015","Exports","EU-28",303,58,497,"EU"
2015,"November 2015","Imports","EU-28",303,2661668,8140675,"EU"
2015,"August 2015","Exports","EU-28",303,575952,737256,"EU"
2015,"September 2015","Exports","EU-28",303,2117757,2624420,"EU"
2015,"February 2015","Imports","EU-28",303,4869205,15176052,"EU"
2015,"October 2015","Exports","EU-28",303,2554877,3403472,"EU"
2015,"December 2015","Imports","EU-28",303,4221842,13606495,"EU"
2015,"January 2015","Imports","EU-28",303,3003175,9253803,"EU"
2015,"July 2015","Imports","EU-28",303,4681366,15049313,"EU"
2015,"October 2015","Imports","EU-28",303,3856113,12136377,"EU"
2015,"April 2015","Imports","EU-28",303,4443185,13089607,"EU"
2015,"February 2015","Exports","EU-28",303,14222,95213,"EU"
2015,"August 2015","Imports","EU-28",303,5631291,18294697,"EU"
2015,"May 2015","Imports","EU-28",303,6745457,21022514,"EU"
2015,"June 2015","Exports","EU-28",303,18760,129381,"EU"
2015,"April 2015","Exports","EU-28",303,61876,50262,"EU"
2016,"October 2016","Imports","EU-28",303,4422211,14680894,"EU"
2016,"October 2016","Exports","EU-28",303,150022,295609,"EU"
2016,"July 2016","Exports","EU-28",303,33636,86013,"EU"
2016,"April 2016","Exports","EU-28",303,337658,945721,"EU"
2016,"February 2016","Exports","EU-28",303,3486400,3941828,"EU"
2016,"August 2016","Exports","EU-28",303,3812206,5205242,"EU"
2016,"March 2016","Exports","EU-28",303,44637,135368,"EU"
2016,"May 2016","Imports","EU-28",303,8167646,25086909,"EU"
2016,"May 2016","Exports","EU-28",303,561752,1476043,"EU"
2016,"December 2016","Imports","EU-28",303,3746635,12592588,"EU"
2016,"December 2016","Exports","EU-28",303,41610,188012,"EU"
2016,"June 2016","Exports","EU-28",303,33623,86871,"EU"
2016,"March 2016","Imports","EU-28",303,7306477,21788190,"EU"
2016,"April 2016","Imports","EU-28",303,7571045,23924911,"EU"
2016,"November 2016","Imports","EU-28",303,4435116,14826528,"EU"
2016,"February 2016","Imports","EU-28",303,4733253,14947141,"EU"
2016,"January 2016","Exports","EU-28",303,852593,964601,"EU"
2016,"January 2016","Imports","EU-28",303,2118055,6144644,"EU"
2016,"August 2016","Imports","EU-28",303,5480650,17893368,"EU"
2016,"September 2016","Imports","EU-28",303,8033162,27206109,"EU"
2016,"September 2016","Exports","EU-28",303,4713765,6089985,"EU"
